Unnamed: 0,attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words,bedes_term_update,bedes_content_uuid_update
2382,Pneumatic,Pneumatic,56861,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2383,Other,Other,56862,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2384,OtherCommunicationProtocolName,Other Communication Protocol Name,56863,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2385,OtherControlStrategyName,Other Control Strategy Name,56864,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2386,ThirdPartyCertification,Third Party Certification,56865,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.ThirdPartyCertification,06427039-12b0-40b9-996f-5990cabd1c33,Equipment Rating,,Fenestration rating produced by a third-party certification body.,https://bedes.lbl.gov/node/06427039-12b0-40b9-996f-5990cabd1c33,1,Term-to-Term Match,,,,,,,Equipment Rating,06427039-12b0-40b9-996f-5990cabd1c33
2387,YearInstalled,Year Installed,56866,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.YearInstalled,3f64b04f-c884-40fe-9349-2bed60fb65dd,Installed Date,,,https://bedes.lbl.gov/node/3f64b04f-c884-40fe-9349-2bed60fb65dd,1,Term-to-Term Match,,,,,,,Installed Date,3f64b04f-c884-40fe-9349-2bed60fb65dd
2388,YearOfManufacture,Year Of Manufacture,56867,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.YearOfManufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df,Year of Manufacture,Global Terms,Year the product was produced and labeled by the manufacturer.,https://bedes.lbl.gov/node/935c6bff-fc4f-4fed-a9d2-59bfd70268df,1,Term-to-Term Match,,,,,,,Year of Manufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df
2389,PrimaryFuel,Primary Fuel,56868,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.PrimaryFuel,,,,,,,"Words: Term, Word",Primary,List-Option,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,,,
2390,Manufacturer,Manufacturer,56869,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757,Manufacturer,Global Terms,Manufacturer of the product.,https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757,1,Term-to-Term Match,,,,,,,Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757
2391,ModelNumber,Model Number,56870,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.ModelNumber,77ad671a-e05f-4700-81aa-cc6d4c43a26a,Model Number,Global Terms,Model or catalogue number that can be used to identify more detailed component or asset characteristics.,https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a,1,Term-to-Term Match,,,,,,,Model Number,77ad671a-e05f-4700-81aa-cc6d4c43a26a
2392,Location,Location,56871,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1,Term-to-Term Match,,,,,,,Location,f1f0585d-19da-47e1-824f-6e109fb136c8
2393,LinkedPremises,Linked Premises,56872,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises,,,,,,,"Words: Term, Unmatched",Premises,List-Option,https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564,,,Linked,,
2394,Facility,Facility,56873,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility,,,,,,,Words: all Word,,,,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,,,
2395,LinkedFacilityID,Linked Facility Identifier,56874,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,Linked,,
2396,LinkedScheduleIDs,Linked Schedule Identifier,56875,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2397,LinkedScheduleID,Linked Schedule Identifier,56876,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2398,FloorAreas,Floor Areas,56877,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2399,FloorArea,Floor Area,56878,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2400,FloorAreaType,Floor Area Type,56879,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,468fbd28-7043-45fb-8287-9e4ee2efbe6d,Floor Area Qualifier,,,https://bedes.lbl.gov/node/468fbd28-7043-45fb-8287-9e4ee2efbe6d,1,Term-to-Term Match,,,,,,,Floor Area Qualifier,468fbd28-7043-45fb-8287-9e4ee2efbe6d
2401,FloorAreaCustomName,Floor Area Custom Name,56880,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom,,
2402,FloorAreaValue,Floor Area Value,56881,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,Floor Area,,,https://bedes.lbl.gov/node/6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,1,Term-to-Term Match,,,,,,,Floor Area,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a
2403,FloorAreaPercentage,Floor Area Percentage,56882,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,411284ab-e0af-4aa5-aed7-85d5ccf0e588,Floor Percentage Of Total Area,,,https://bedes.lbl.gov/node/411284ab-e0af-4aa5-aed7-85d5ccf0e588,1,Term-to-Term Match,,,,,,,Floor Percentage Of Total Area,411284ab-e0af-4aa5-aed7-85d5ccf0e588
2404,ExcludedSectionIDs,Excluded Section Identifier,56883,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.ExcludedSectionIDs,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded,,
2405,ExcludedSectionID,Excluded Section Identifier,56884,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.ExcludedSectionIDs.ExcludedSectionID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded,,
2406,Story,Floor,56885,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,08c03c7f-c401-4201-a792-5033571b3782,Floor Level,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/08c03c7f-c401-4201-a792-5033571b3782,1,Term-to-Term Match,,,,,,,Floor Level,08c03c7f-c401-4201-a792-5033571b3782
2407,Site,Site,56886,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site,9903ed36-9213-4446-b9af-3f165cfed87c,Site,,Site refers to the land on which the premises is built on.,https://bedes.lbl.gov/node/9903ed36-9213-4446-b9af-3f165cfed87c,1.0,Term-to-List-Option Match,,,,,,,,
2408,LinkedSiteID,Linked Site Identifier,56887,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID,,,,,,,"Words: Term, Unmatched","Site,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2409,LinkedScheduleIDs,Linked Schedule Identifier,56888,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2410,LinkedScheduleID,Linked Schedule Identifier,56889,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2411,FloorAreas,Floor Areas,56890,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2412,FloorArea,Floor Area,56891,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2413,FloorAreaType,Floor Area Type,56892,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,468fbd28-7043-45fb-8287-9e4ee2efbe6d,Floor Area Qualifier,,,https://bedes.lbl.gov/node/468fbd28-7043-45fb-8287-9e4ee2efbe6d,1,Term-to-Term Match,,,,,,,Floor Area Qualifier,468fbd28-7043-45fb-8287-9e4ee2efbe6d
2414,FloorAreaCustomName,Floor Area Custom Name,56893,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom,,
2415,FloorAreaValue,Floor Area Value,56894,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,Floor Area,,,https://bedes.lbl.gov/node/6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,1,Term-to-Term Match,,,,,,,Floor Area,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a
2416,FloorAreaPercentage,Floor Area Percentage,56895,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,411284ab-e0af-4aa5-aed7-85d5ccf0e588,Floor Percentage Of Total Area,,,https://bedes.lbl.gov/node/411284ab-e0af-4aa5-aed7-85d5ccf0e588,1,Term-to-Term Match,,,,,,,Floor Percentage Of Total Area,411284ab-e0af-4aa5-aed7-85d5ccf0e588
2417,ExcludedSectionIDs,Excluded Section Identifier,56896,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.ExcludedSectionIDs,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded,,
2418,ExcludedSectionID,Excluded Section Identifier,56897,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.ExcludedSectionIDs.ExcludedSectionID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded,,
2419,Story,Floor,56898,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,08c03c7f-c401-4201-a792-5033571b3782,Floor Level,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/08c03c7f-c401-4201-a792-5033571b3782,1,Term-to-Term Match,,,,,,,Floor Level,08c03c7f-c401-4201-a792-5033571b3782
2420,Building,Building,56899,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,1.0,Term-to-List-Option Match,,,,,,,,
2421,LinkedBuildingID,Linked Building Identifier,56900,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID,,,,,,,"Words: Term, Unmatched","Building,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2422,LinkedScheduleIDs,Linked Schedule Identifier,56901,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2423,LinkedScheduleID,Linked Schedule Identifier,56902,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked,,
2424,FloorAreas,Floor Areas,56903,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2425,FloorArea,Floor Area,56904,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,,,
2426,FloorAreaType,Floor Area Type,56905,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,468fbd28-7043-45fb-8287-9e4ee2efbe6d,Floor Area Qualifier,,,https://bedes.lbl.gov/node/468fbd28-7043-45fb-8287-9e4ee2efbe6d,1,Term-to-Term Match,,,,,,,Floor Area Qualifier,468fbd28-7043-45fb-8287-9e4ee2efbe6d
2427,FloorAreaCustomName,Floor Area Custom Name,56906,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom,,
2428,FloorAreaValue,Floor Area Value,56907,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,Floor Area,,,https://bedes.lbl.gov/node/6d86c9e2-797c-4f79-a5c0-6a01f5d6950a,1,Term-to-Term Match,,,,,,,Floor Area,6d86c9e2-797c-4f79-a5c0-6a01f5d6950a
2429,FloorAreaPercentage,Floor Area Percentage,56908,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,411284ab-e0af-4aa5-aed7-85d5ccf0e588,Floor Percentage Of Total Area,,,https://bedes.lbl.gov/node/411284ab-e0af-4aa5-aed7-85d5ccf0e588,1,Term-to-Term Match,,,,,,,Floor Percentage Of Total Area,411284ab-e0af-4aa5-aed7-85d5ccf0e588
2430,ExcludedSectionIDs,Excluded Section Identifier,56909,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.ExcludedSectionIDs,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded,,
